,index,0
3058,online media,2677
3059,information services,2678
3060,logistics and supply chain,2680
3061,search engines and internet portals,2681
3062,media and internet,2681
3063,apparel and accessories,2681
3064,retail,2681
3065,software development and design,2681
3066,software,2681
3067,computer games,2682
3068,government administration,2683
3069,search engines and internet portals,2684
3070,media and internet,2684
3071,environmental services,2685
3072,internet,2686
3073,computer software,2687
3074,online media,2688
3075,computer games,2689
3076,human resources and staffing,2691
3077,business services,2691
3078,security and investigations,2692
3079,engineering software,2693
3080,software development and design,2693
3081,software,2693
3082,information collection and delivery,2694
3083,media and internet,2694
3084,training,2695
3085,education,2695
3086,information technology and services,2697
3087,internet,2698
3088,computer games,2699
3089,gambling and casinos,2700
3090,computer software,2701
3091,computer software,2702
3092,computer software,2703
3093,gambling and casinos,2704
3094,computer games,2705
3095,information technology and services,2706
3096,media production,2708
3097,internet,2709
3098,insurance,2710
3099,banking,2712
3100,medical devices and equipment,2713
3101,manufacturing,2713
3102,healthcare,2713
3103,internet,2714
3104,marketing and advertising,2715
3105,charitable organizations and foundations,2716
3106,organizations,2716
3107,information technology and services,2717
3108,television stations,2718
3109,broadcasting,2718
3110,media and internet,2718
3111,information technology and services,2719
3112,computer software,2720
3113,software development and design,2721
3114,software,2721
3115,search engines and internet portals,2721
3116,media and internet,2721
3117,software development and design,2722
3118,software,2722
3119,electronics,2722
3120,manufacturing,2722
3121,batteries,2722
3122, power storage equipment and generators,2722
3123,power conversion and protection equipment,2722
3124,medical devices and equipment,2722
3125,test and measurement equipment,2722
3126,marketing and advertising,2723
3127,software development and design,2724
3128,software,2724
3129,financial,2724
3130, legal and hr software,2724
3131,investment banking,2725
3132,internet,2726
3133,grocery,2727
3134,retail,2727
3135,computer software,2728
3136,information technology and services,2729
3137,information technology and services,2730
3138,software development and design,2731
3139,software,2731
3140,network security hardware and software,2731
3141,computer equipment and peripherals,2731
3142,manufacturing,2731
3143,industrial machinery and equipment,2731
3144,information technology and services,2732
3145,marketing and advertising,2733
3146,marketing and advertising,2734
3147,information technology and services,2735
3148,internet,2736
3149,computer software,2737
3150,automotive,2739
3151,comnsumer services,2740
3152,computer software,2741
3153,computer software,2742
3154,information technology and services,2743
3155,internet,2744
3156,internet,2746
3157,financial services,2748
3158,network security hardware and software,2749
3159,computer equipment and peripherals,2749
3160,manufacturing,2749
3161,telecommunication equipment,2749
3162,computer software,2750
3163,computer software,2751
3164,information technology and services,2752
3165,computer software,2753
3166,computer hardware,2754
3167,software development and design,2755
3168,software,2755
3169,engineering software,2755
3170,business intelligence software(bi),2755
3171,enterprise resource planning software(erp),2755
3172,internet,2757
3173,human resources,2758
3174,mobile applications,2759
3175,computer software,2760
3176,internet,2761
3177,civil engineering,2762
3178,arts and crafts,2763
3179,hospital and health care,2764
3180,information technology and services,2765
3181,internet,2766
3182,financial services,2768
3183,its,2769
3184,sports,2770
3185,health,2771
3186, wellness and fitness,2771
3187,consumer goods,2772
3188,internet,2773
3189,information technology and services,2774
3190,construction,2775
3191,accounting and accounting services,2775
3192,business services,2775
3193,construction,2776
3194,custom software and technical consulting,2778
3195,software,2778
3196,k-12 schools,2778
3197,education,2778
3198,computer software,2779
3199,renewables and environment,2780
3200,media production,2781
3201,sports,2782
3202,law practice,2783
3203,computer software,2784
3204,e-learning,2785
3205,information technology and services,2786
3206,philantropy,2787
3207,computer software,2788
3208,health,2789
3209, wellness and fitness,2789
3210,network security hardware and software,2790
3211,computer equipment and peripherals,2790
3212,manufacturing,2790
3213,consumer electronics,2790
3214,consumer goods,2790
3215,telecommunication equipment,2790
3216,custom software and technical consulting,2790
3217,software,2790
3218,financial services,2791
3219,computer hardware,2792
3220,internet,2793
3221,computer software,2794
3222,custom software and technical consulting,2795
3223,software,2795
3224,software development and design,2795
3225,wireless,2796
3226,internet,2797
3227,telephony and wireless,2798
3228,telecommunications,2798
3229,program development,2799
3230,computer software,2800
3231,information technology and services,2802
3232,information technology and services,2803
3233,internet,2804
3234,internet,2805
3235,music,2806
3236,fiancial services,2807
3237,computer software,2808
3238,information services,2809
3239,computer software,2810
3240,computer software,2811
3241,information technology and services,2812
3242,computer software,2813
3243,investment management,2814
3244,internet,2815
3245,medical devices,2816
3246,internet,2817
3247,banking,2818
3248,retail,2820
3249,telecommunications,2821
3250,internet,2822
3251,management consulting,2823
3252,internet,2824
3253,marketing and advertising,2825
3254,retail,2826
3255,machinery,2827
3256,semiconductors,2830
3257,food and beverage,2831
3258,internet,2832
3259,computer software,2833
3260,telecommunications,2834
3261,health,2835
3262, wellness and fitness,2835
3263,financial services,2836
3264,biotechnology,2837
3265,internet,2839
3266,social network,2840
3267,health,2841
3268, wellness and fitness,2841
3269,financial services,2842
3270,internet,2843
3271,colleges and universities,2844
3272,education,2844
3273,accounting,2845
3274,software development and design,2847
3275,software,2847
3276,engineering software,2847
3277,custom software and technical consulting,2847
3278,software development and design,2848
3279,software,2848
3280,search engines and internet portals,2848
3281,media and internet,2848
3282,program development,2849
3283,banking,2850
3284,finance,2850
3285,information technology and services,2851
3286,international trade and development,2852
3287,software development and design,2853
3288,software,2853
3289,consumer electronics,2853
3290,consumer goods,2853
3291,telecommunication equipment,2853
3292,manufacturing,2853
3293,engineering software,2853
3294,political organization,2854
3295,software development and design,2855
3296,software,2855
3297,international trade and development,2856
3298,computer software,2858
3299,software development and design,2859
3300,software,2859
3301,"computer games
",2863
3302,business services,2865
3303,advertising and marketing,2865
3304,management consulting,2865
3305,internet,2866
3306,software development and design,2867
3307,software,2867
3308,financial,2867
3309, legal and hr software,2867
3310,telecommunications,2868
3311,compter software,2869
3312,logistics and supply chain,2871
3313,apparel and fashion,2872
3314,computer software,2874
3315,cleaning products,2875
3316,consumer goods,2875
3317,manufacturing,2875
3318,household goods,2875
3319,home improvement and hardware,2875
3320,retail,2875
3321,internet,2876
3322,information technology and services,2877
3323,entertainment,2878
3324,charitable organizations and foundations,2879
3325,organizations,2879
3326,construction,2879
3327,consumer services,2879
3328,facilities management and commercial cleaning,2879
3329,business services,2879
3330,waste treatment,2879
3331, environmental services and recycling,2879
3332,energy,2879
3333, utilities and waste treatment,2879
3334,insurance,2880
3335,computer software,2881
3336,software development and design,2883
3337,software,2883
3338,publishing,2883
3339,media and internet,2883
3340,e-learning,2884
3341,personal computers and peripherals,2885
3342,computer equipment and peripherals,2885
3343,manufacturing,2885
3344,consumer electronics and computers,2885
3345,retail,2885
3346,batteries,2885
3347, power storage equipment and generators,2885
3348,electronic components,2885
3349,electronics,2885
3350,custom software and technical consulting,2885
3351,software,2885
3352,semiconductor and semiconductor equipment,2885
3353,oil and energy,2886
3354,freight and logistics services,2887
3355,transportation,2887
3356,internet,2888
3357,information technology and services,2889
3358,insurance,2890
3359,software development and design,2891
3360,software,2891
3361,information technology and services,2892
3362,government,2893
3363,computer software,2894
3364,colleges and universities,2896
3365,education,2896
3366,information technology and services,2897
3367,information technology and services,2898
3368,software development and design,2899
3369,software,2899
3370,engineering software,2899
3371,business intelligence software(bi),2899
3372,enterprise resource planning software(erp),2899
3373,software development and design,2900
3374,software,2900
3375,engineering software,2900
3376,business intelligence software(bi),2900
3377,enterprise resource planning software(erp),2900
3378,internet,2901
3379,research,2902
3380,computer games,2903
3381,information technology and services,2904
3382,financial services,2905
3383,computer software,2907
3384,computer software,2908
3385,software development and design,2909
3386,software,2909
3387,engineering software,2909
3388,custom software and technical consulting,2909
3389,colleges and universities,2910
3390,education,2910
3391,publishing,2911
3392,primary/secondary education,2912
3393,engineering software,2913
3394,software development and design,2913
3395,software,2913
3396,internet,2914
3397,sports,2916
3398,internet,2918
3399,electrical/electronic manufacturing,2919
3400,pharmaceuticals,2921
3401,information technology and services,2922
3402,information collection and delivery,2923
3403,media and internet,2923
3404,publishing,2923
3405,commercial printing,2923
3406,business services,2923
3407,custom software and technical consulting,2923
3408,law firms and legal services,2923
3409,software,2923
3410,finance,2923
3411,telecommunications,2923
3412,information technology and services,2924
3413,consumer electronics,2925
3414,environmental services,2926
3415,software development and design,2927
3416,software,2927
3417,engineering software,2927
3418,consumer electronics,2927
3419,consumer goods,2927
3420,telecommunication equipment,2927
3421,manufacturing,2927
3422,computer software,2928
3423,computer software,2929
3424,financial services,2930
3425,information technology and sevices,2931
3426,computer software,2932
3427,human resources and staffing,2934
3428,business services,2934
3429,software development and design,2934
3430,software,2934
3431,accounting and accounting services,2934
3432,engineering software,2934
3433,banking,2935
3434,information technology and services,2936
3435,internet service providers,2937
3436, website hosting and internet-related services,2937
3437,telecommunications,2937
3438,custom software and technical consulting,2937
3439,software development and design,2937
3440,business services,2937
3441,software,2937
3442,search engines and internet portals,2937
3443,media and internet,2937
3444,finance,2938
3445,banking,2938
3446,investment banking,2938
3447,construction,2938
3448,internet,2939
3449,human resources and staffing,2940
3450,business services,2940
3451,accounting and accounting services,2940
3452,information technology and services,2943
3453,marketing and advertising,2944
3454,information technology and services,2945
3455,computer software,2946
3456,entertainment,2947
3457,banking,2948
3458,government administration,2949
3459,banking,2950
3460,computer software,2951
3461,telecommunications,2952
3462,computer software,2953
3463,staffing and recruiting,2954
3464,veterinary,2955
3465,computer software,2956
3466,media production,2957
3467,search engines and internet portals,2958
3468,media and internet,2958
3469,publishing,2958
3470,public policy,2960
3471,computer software,2961
3472,real estate,2962
3473,semiconductors,2963
3474,internet,2964
3475,brokerage,2965
3476,finance,2965
3477,credit cards and transaction processing,2965
3478,entertainment,2966
3479,computer software,2967
3480,information technology and services,2968
3481,outsourcing/offshoring,2969
3482,oil and energy,2970
3483,design,2971
3484,software development and design,2973
3485,software,2973
3486,custom software and technical consulting,2973
3487,k-12 schools,2974
3488,education,2974
3489,marketing and advertising,2975
3490,internet,2976
3491,internet,2977
3492,information technology and services,2980
3493,information technology and services,2981
3494,computer software,2982
3495,rail,2983
3496, bus and taxi,2983
3497,transportation,2983
3498,computer software,2984
3499,banking,2985
3500,banking,2986
3501,consumer electronics,2987
3502,marketing and advertising,2988
3503,banking,2989
3504,banking,2990
3505,computer software,2991
3506,education management,2993
3507,information technology and services,2994
3508,marketing and advertising,2995
3509,computer software,2996
3510,automotive,2997
3511,information technology and services,2998
3512,information technology and services,2999
3513,information technology and services,3000
3514,management consulting,3001
3515,archetechand planning,3002
3516,"
internet",3003
3517,marketing and advertising,3004
3518,consumer goods,3005
3519,/market and research,3006
3520,design,3007
3521,computer software,3008
3522,financial services,3009
3523,financial services,3010
3524,financial services,3011
3525,financial services,3012
3526,graphic design,3013
3527,information technology and services,3014
3528,renewables and environment,3015
3529,real state,3016
3530,financial services,3017
3531,marketing and advertising,3018
3532,telecommunications,3019
3533,telephony and wireless,3019
3534,wireless,3020
3535,banking,3021
3536,human recources,3022
3537,computer games,3023
3538,software development and design,3024
3539,software,3024
3540,custom software and technical consulting,3024
3541,internet,3025
3542,computer storage equipment,3026
3543,computer equipment and peripherals,3026
3544,manufacturing,3026
3545,custom software and technical consulting,3026
3546,software,3026
3547,storage and system management software,3026
3548,software development and design,3026
3549,financial services,3027
3550,health,3028
3551, wellness and fitness,3028
3552,computer software,3029
3553,human resources,3031
3554,information technology and services,3032
3555,marketing and advertising,3033
3556,aerospace and defense,3034
3557,manufacturing,3034
3558,computer games,3035
3559,computer software,3036
3560,marketing and advertising,3037
3561,consumer electronics,3039
3562,consumer goods,3039
3563,manufacturing,3039
3564,boats and submarines,3039
3565,commercial and residential construction,3039
3566,water and water treatment,3039
3567,construction,3039
3568,energy,3039
3569, utilities and waste treatment,3039
3570,semiconductor and semiconductor equipment,3039
3571,electronics,3039
3572,information technology and services,3040
3573,financial services,3041
3574,call centers and business centers,3042
3575,business services,3042
3576,computer software,3043
3577,marketing and advertising,3044
3578,computer and network security,3047
3579,higher education,3048
3580,information technology and services,3049
3581,higher education,3050
3582,information technology and services,3051
3583,computer software,3052
3584,market research,3053
3585,software development and design,3054
3586,software,3054
3587,engineering software,3054
3588,financial,3054
3589, legal and hr software,3054
3590,computer software,3055
3591,internet,3056
3592,finacial services,3057
3593,marketing and advertising,3058
3594,computer games,3059
3595,computer software,3060
3596,computer software,3061
3597,internet,3062
3598,computer software,3063
3599,financial services,3065
3600,information technology and services,3066
3601,consumer electronics,3067
3602,consumer goods,3067
3603,manufacturing,3067
3604,boats and submarines,3067
3605,commercial and residential construction,3067
3606,water and water treatment,3067
3607,construction,3067
3608,energy,3067
3609, utilities and waste treatment,3067
3610,semiconductor and semiconductor equipment,3067
3611,electronics,3067
3612,software development and design,3068
3613,software,3068
3614,entertainment,3069
3615,human resources and staffing,3071
3616,business services,3071
3617,computer software,3072
3618,computer software,3075
3619,colleges and universities,3076
3620,education,3076
3621,software development and design,3077
3622,software,3077
3623,financial,3077
3624, legal and hr software,3077
3625,accounting and accounting services,3077
3626,business services,3077
3627,engineering software,3077
3628,computer software,3078
3629,computer software,3079
3630,biotechnology,3080
3631,computer games,3081
3632,computer software,3082
3633,information services,3083
3634,medical devices and equipment,3084
3635,manufacturing,3084
3636,insurance,3085
3637,information technology consultancy activities ,3086
3638,computer software,3087
3639,financial services,3088
3640,hospitals and clinics,3089
3641,healthcare,3089
3642,medical testing and clinical laboratories,3089
3643,medical devices and equipment,3090
3644,manufacturing,3090
3645,medical testing and clinical laboratories,3090
3646,healthcare,3090
3647,computer software,3091
3648,computer software,3092
3649,computer software,3093
3650,marketing and advertising,3094
3651,"
internet",3095
3652,information services,3096
3653,music,3097
3654,restaurants,3098
3655,software development and design,3099
3656,software,3099
3657,engineering software,3099
3658,consumer electronics,3099
3659,consumer goods,3099
3660,telecommunication equipment,3099
3661,manufacturing,3099
3662,fitness and dance facilities,3102
3663,recreation,3102
3664,hospitality,3102
3665,financial services,3103
3666,software development and design,3104
3667,software,3104
3668,computer storage equipment,3104
3669,computer equipment and peripherals,3104
3670,manufacturing,3104
3671,business services,3104
3672,storage and system management software,3104
3673,research,3105
3674,airlines,3106
3675, airports and air services,3106
3676,transportation,3106
3677,information technology and services,3107
3678,law enforcement,3108
3679,comsumer electronics,3109
3680,computer software,3110
3681,publishing,3111
3682,computer software,3112
3683,k-12 schools,3113
3684,education,3113
3685,internet,3114
3686,internet,3115
3687,computer software,3116
3688,computer software,3117
3689,software development and design,3118
3690,software,3118
3691,information and document management,3118
3692,business services,3118
3693,engineering software,3118
3694,enterprise resource planning software(erp),3118
3695,information services,3119
3696,computer games,3120
3697,mobile applications,3121
3698,"internet
",3123
3699,computer software,3124
3700,information technology and services,3125
3701,electrical/electronic manufacturing,3126
3702,financial services,3127
3703,computer software,3128
3704,media production,3129
3705,investment management,3130
3706,marketing and advertising,3131
3707,custom software and technical consulting,3132
3708,software,3132
3709,credit cards and transaction processing,3132
3710,finance,3132
3711,marketing and advertising,3133
3712,computer software,3134
3713,human resources and staffing,3136
3714,business services,3136
3715,public relations and communications,3137
3716,internet,3138
3717,computer software,3139
3718,goverment administration,3140
3719,online media,3141
3720,marketing and advertising,3142
3721,staffing and recruiting,3143
3722,information technology and services,3144
3723,internet,3145
3724,information technology and services,3146
3725,hospital and health care,3147
3726,computer games,3148
3727,information technology and services,3149
3728,printing,3150
3729,internet,3151
3730,information technology and services,3152
3731,computer software,3153
3732,education management,3154
3733,professional training and coaching,3156
3734,computer software,3157
3735,internet,3158
3736,real estate,3160
3737,computer software,3161
3738,marketing and advertising,3162
3739,telecommunications,3163
3740,electrical/electronic manufacturing,3164
3741,mechanical or industrial engineering,3165
3742,consumer goods,3166
3743,computer software,3167
3744,retail,3170
3745,marketing and advertising,3171
3746,computer software,3172
3747,music,3173
3748,music,3175
3749,"information technology and services
",3176
3750,internet,3177
3751,financial services,3178
3752,"internet
",3179
3753,computer software,3180
3754,wholesale,3182
3755,san francisco bay area,3183
3756,program development,3184
3757,information technology and services,3185
3758,wholesale,3186
3759,information technology and services,3187
3760,computer software,3188
3761,information technology and services,3189
3762,computer software,3190
3763,information technology and services,3191
3764,market research,3192
3765,staff and recruiting,3195
3766,computer software,3196
3767,information technology and services,3198
3768,information technology and services,3199
3769,e-learning,3200
3770,internet,3201
3771,civic and social organization,3202
3772,internet,3203
3773,computer software,3204
3774,internet,3205
3775,computer software,3206
3776,power conversion and protection equipment,3207
3777,electronics,3207
3778,manufacturing,3207
3779,internet,3208
3780,mobile applications,3209
3781,computer software,3210
3782,online media,3211
3783,information technology and services,3212
3784,computer software,3213
3785,"marketing and advertising
",3214
3786,"information technology and services
",3215
3787,higher education,3216
3788,"hospital and health care
",3217
3789,"hospital and health care
",3218
3790,online media,3219
3791,financial services,3220
3792,information technology and services,3221
3793,internet,3222
3794,computer hardware,3223
3795,telephony and wireless,3225
3796,telecommunications,3225
3797,engineering software,3225
3798,software development and design,3225
3799,software,3225
3800,internet,3226
3801,media company,3227
3802,internet,3228
3803,sports,3229
3804,transportation/trucking/railroad,3230
3805,financial services,3231
3806,restaurants,3232
3807,online media,3233
3808,search engine,3235
3809, identity management,3235
3810, seo,3235
3811, social media,3235
3812, advertising,3235
3813, local,3235
3814, mobile,3235
3815,internet,3236
3816,computer software,3237
3817,computer software,3238
3818,information technology and services,3239
3819,online media,3240
3820,outsourcing/offshoring,3241
3821,computer software,3242
3822,computer software,3243
3823,financial services,3244
3824,internet,3246
3825,financial services,3247
3826,staffing and recruiting,3248
3827,internet,3249
3828,computer software,3250
3829,computer networking,3251
3830,health,3253
3831," wellness and fitness
",3253
3832,internet,3254
3833,wireless,3256
3834,internet,3257
3835,apparel and fashion,3258
3836,information technology and services,3260
3837,computer software,3261
3838,environmental services,3262
3839,hospital and health care,3263
3840,hospital and health care,3264
3841,environmental services,3265
3842,information technology and services,3266
3843,airlines/aviation,3267
3844,food production,3268
3845,publishing,3270
3846,"information technology and services
",3271
3847,religious institutions,3272
3848,university,3273
3849,information technology and services,3275
3850,"marketing and advertising
",3276
3851,"management consulting
",3278
3852,computer software,3279
3853,computer software,3280
3854,internet,3281
3855,software development and design,3282
3856,software,3282
3857,engineering software,3282
3858,internet,3283
3859,computer software,3284
3860,information technology and services,3286
3861,internet,3287
3862,entertainment,3288
3863,marketing and advertising,3289
3864,information technology and services,3291
3865,information technology and services,3292
3866,graphic design,3293
3867,internet,3294
3868,internet,3295
3869,colleges and universities,3296
3870,education,3296
3871,computer software,3297
3872,computer software,3298
3873,consumer services,3300
3874,events services,3301
3875,computer software,3302
3876,broadcast media,3303
3877,cosmetics,3304
3878,financial services,3305
3879,computer games,3306
3880,information collection and delivery,3308
3881,media and internet,3308
3882,finance,3308
3883,computer software,3309
3884,internet,3310
3885,computer software,3311
3886,information technology and services,3312
3887,retail,3313
3888,information technology and services,3314
3889,computer software,3316
3890,computer software,3317
3891,retail,3318
3892,political organization,3319
3893,internet,3320
3894,software development and design,3321
3895,software,3321
3896,marketing and advertising,3322
3897,information technology and services,3324
3898,computer software,3325
3899,information technology and services,3327
3900,internet,3328
3901,internet,3329
3902,information services,3330
3903,credit cards and transaction processing,3331
3904,finance,3331
3905,banking,3331
3906,computer software,3332
3907,human resources and staffing,3333
3908,business services,3333
3909,finance,3333
3910,internet,3334
3911,custom software and technical consulting,3335
3912,software,3335
3913,computer software,3336
3914,marketing and advertising,3341
3915,telecommunications,3342
3916,consumer goods,3343
3917,publishing,3344
3918,information technology and services,3345
3919,consumer services,3346
3920,information technology and services,3347
3921,human resources,3348
3922,computer software,3349
3923,biotechnology,3350
3924,retail,3351
3925,personal computers and peripherals,3352
3926,computer equipment and peripherals,3352
3927,manufacturing,3352
3928,consumer electronics and computers,3352
3929,retail,3352
3930,telecommunication equipment,3352
3931,computer software,3353
3932,e-learning,3355
3933,internet,3356
3934,computer hardware,3357
3935,information technology and services,3358
3936,pharmaceuticals,3360
3937,"computer software
",3361
3938,computer software,3362
3939,internet,3363
3940,e-learning,3364
3941,"mental health care
",3366
3942,publishing ,3367
3943,entertainment,3368
3944,marketing and advertising,3369
3945,information technology and services,3370
3946,computer software,3371
3947,"information technology and services
",3372
3948,publishing,3373
3949,media and internet,3373
3950,"transportation/trucking/railroad
",3374
3951,search engines and internet portals,3375
3952,media and internet,3375
3953,airlines/aviation,3376
3954,information services,3377
3955,information technology and services,3378
3956,internet,3379
3957,chemicals,3380
3958,computer software,3381
3959,outsourcing/offshoring,3383
3960,information services,3385
3961,music,3386
3962,information technology and services,3387
3963,computer software,3388
3964,newspapers and news services,3389
3965,media and internet,3389
3966,"business supplies and equipment
",3390
3967,computer software,3391
3968,"hospital and health care
",3393
3969,oil and energy,3396
3970,information technology and services,3397
3971,"marketing and advertising
",3398
3972,internet,3399
3973,computer games,3400
3974,"information technology and services
",3401
3975,"information technology and services
",3402
3976,social media,3403
3977, apps,3403
3978, dating,3403
3979, mobile,3403
3980,"information technology and services
",3404
3981,computer software,3407
3982,internet,3408
3983,internet,3409
3984,"information technology and services
",3410
3985,internet,3411
3986,internet,3412
3987,computer software,3413
3988,"financial services
",3414
3989,computer software,3415
3990,internet,3416
3991,computer software,3418
3992,home furnishing retail,3419
3993,internet,3421
3994,online media,3422
3995,financial services,3423
3996,health,3424
3997, wellness and fitness,3424
3998,computer software,3425
3999,publishing,3427
4000,media and internet,3427
4001,computer software,3428
4002,computer software,3429
4003,marketing and advertising,3430
4004,apparel and fashion,3433
4005,advertising and marketing,3434
4006,business services,3434
4007,software development and design,3434
4008,software,3434
4009,search engines and internet portals,3434
4010,media and internet,3434
4011,e-learning,3435
4012,music,3436
4013,hospital and health care,3437
4014,retail,3438
4015,leisure,3439
4016, travel and tourism,3439
4017,universities,3440
4018,marketing and advertising,3441
4019,financial services,3442
4020,consumer goods,3443
4021,fitness and dance facilities,3444
4022,recreation,3444
4023,hospitality,3444
4024,retail,3445
4025,computer software,3446
4026,telecommunications,3447
4027,marketing and advertising,3449
4028,computer software,3450
4029,computer software,3451
4030,information technology and services,3452
4031,internet,3454
4032,information technology and services,3456
4033,computer software,3457
4034,internet,3458
4035,information technology and services,3460
4036,marketing and advertising,3461
4037,internet,3462
4038,information technology and services,3463
4039,computer software,3464
4040,computer software,3465
4041,computer software,3466
4042,information technology and services,3467
4043,computer software,3468
4044,e-learning,3469
4045,information technology and services,3470
4046,software development and design,3471
4047,software,3471
4048,engineering software,3471
4049,business intelligence software(bi),3471
4050,enterprise resource planning software(erp),3471
4051,marketing and advertising,3472
4052,information technology and services,3473
4053,information technology and services,3474
4054,computer software,3475
4055,computer software,3476
4056,information technology and services,3477
4057,information technology and services,3478
4058,internet,3479
4059,manufacturing,3480
4060,telecommunication equipment,3480
4061,computer networking equipment,3480
4062,computer equipment and peripherals,3480
4063,telecommunications,3480
4064,internet service providers,3480
4065, website hosting and internet-related services,3480
4066,computer software,3481
4067,computer network,3482
4068,internet,3483
4069,telecommunications,3484
4070,manufacturing,3485
4071,telecommunication equipment,3485
4072,computer networking equipment,3485
4073,computer equipment and peripherals,3485
4074,business services,3485
4075,advertising and marketing,3486
4076,business services,3486
4077,search engines and internet portals,3486
4078,media and internet,3486
4079,media production,3487
4080,telecommunications,3488
4081,information technology and services,3489
4082,internet,3490
4083,software development and design,3491
4084,software,3491
4085,consumer electronics,3491
4086,consumer goods,3491
4087,telecommunication equipment,3491
4088,manufacturing,3491
4089,engineering software,3491
4090,information technology and services,3493
4091,electrical/electronic manufacturing,3494
4092,information technology and services,3495
4093,telephony and wireless,3496
4094,telecommunications,3496
4095,software development and design,3497
4096,software,3497
4097,custom software and technical consulting,3497
4098,online media,3498
4099,retail,3499
4100,information technology and services,3500
4101,information technology and services,3501
4102,training,3502
4103,education,3502
4104,e-learning,3503
4105,online media,3505
4106,internet,3506
4107,computer games,3507
4108,computer software,3508
4109,marketing and advertising,3509
4110,aviation and aerospace,3510
4111,banking,3511
4112,information technology and services,3512
4113,information technology and services,3513
4114,custom software and technical consulting,3514
4115,software,3514
4116,software development and design,3514
4117,telecommunications,3515
4118,information technology and services,3516
4119,computer software,3517
4120,consumer electronics,3518
4121,consumer goods,3518
4122,manufacturing,3518
4123,boats and submarines,3518
4124,commercial and residential construction,3518
4125,water and water treatment,3518
4126,construction,3518
4127,energy,3518
4128, utilities and waste treatment,3518
4129,semiconductor and semiconductor equipment,3518
4130,electronics,3518
4131,banking,3519
4132,government administration,3520
4133,information technology and services,3521
4134,higher education,3522
4135,software development and design,3523
4136,software,3523
4137,software development and design,3524
4138,software,3524
4139,consumer electronics,3524
4140,consumer goods,3524
4141,telecommunication equipment,3524
4142,manufacturing,3524
4143,engineering software,3524
4144,computer software,3525
4145,computer software,3526
4146,information technology and services,3528
4147,fine art,3529
4148,custom software and technical consulting,3530
4149,software,3530
4150,credit cards and transaction processing,3531
4151,finance,3531
4152,custom software and technical consulting,3531
4153,software,3531
4154,computer games,3532
4155,health and nutrition products,3533
4156,consumer goods,3533
4157,manufacturing,3533
4158,fitness and dance facilities,3533
4159,recreation,3533
4160,hospitality,3533
4161,information technology and services,3534
4162,computer software,3535
4163,telecommunications,3536
4164,computer software,3537
4165,travel agencies and services,3538
4166,consumer services,3538
4167,software development and design,3538
4168,software,3538
4169,search engines and internet portals,3538
4170,media and internet,3538
4171,information services,3539
4172,telecommunications,3540
4173,information technology and services,3541
4174,automotive,3542
4175,search engines and internet portals,3543
4176,media and internet,3543
4177,charitable organizations and foundations,3544
4178,organizations,3544
4179,finance,3544
4180,information technology and services,3545
4181,search engines and internet portals,3546
4182,media and internet,3546
4183,internet,3547
4184,insurance,3548
4185,finance,3548
4186,computer networking equipment,3549
4187,computer equipment and peripherals,3549
4188,manufacturing,3549
4189,internet service providers,3549
4190, website hosting and internet-related services,3549
4191,telecommunications,3549
4192,software development and design,3550
4193,software,3550
4194,internet,3552
4195,computer software,3553
4196,chemicals,3554
4197,internet,3556
4198,airlines/aviation,3557
4199,leisure,3558
4200, travel and tourism,3558
4201,software development and design,3559
4202,software,3559
4203,engineering software,3559
4204,business intelligence software(bi),3559
4205,enterprise resource planning software(erp),3559
4206,software development and design,3560
4207,software,3560
4208,telecommunications,3560
4209,information technology and services,3562
4210,computer software,3563
4211,hospital and health care,3564
4212,computer software,3566
4213,telecommunications,3567
4214,software development and design,3568
4215,software,3568
4216,custom software and technical consulting,3568
4217,consumer electronics,3568
4218,consumer goods,3568
4219,telecommunication equipment,3568
4220,manufacturing,3568
4221,customer relationship management software(crm),3568
4222,enterprise resource planning software(erp),3568
4223,business intelligence software(bi),3568
4224,database and file management software,3568
4225,supply chain management software(scm),3568
4226,financial services,3569
4227,information technology and services,3570
4228,information technology and services,3571
4229,apparel and accessories,3572
4230,retail,3572
4231,freight and logistics services,3573
4232,transportation,3573
4233,airlines,3573
4234, airports and air services,3573
4235,trucking,3573
4236, moving and storage,3573
4237,software development and design,3574
4238,software,3574
4239,finance,3574
4240,software development and design,3575
4241,software,3575
4242,personal computers and peripherals,3575
4243,consumer electronics,3575
4244,computer equipment and peripherals,3575
4245,consumer goods,3575
4246,manufacturing,3575
4247,computer storage equipment,3575
4248,internet service providers,3575
4249, website hosting and internet-related services,3575
4250,business services,3575
4251,telecommunications,3575
4252,customer relationship management software(crm),3575
4253,supply chain management software(scm),3575
4254,business intelligence software(bi),3575
4255,higher education,3576
4256,computer hardware,3577
4257,gambling and casinos,3578
4258,training,3579
4259,education,3579
4260,computer software,3580
4261,computer games,3581
4262,software development and design,3582
4263,software,3582
4264,network security hardware and software,3582
4265,computer equipment and peripherals,3582
4266,manufacturing,3582
4267,telecommunications,3584
4268,financial services,3585
4269,software development and design,3586
4270,software,3586
4271,consumer electronics,3586
4272,consumer goods,3586
4273,telecommunication equipment,3586
4274,manufacturing,3586
4275,engineering software,3586
4276,business intelligence software(bi),3586
4277,media and internet,3587
4278,search engines and internet portals,3587
4279,information collection and delivery,3587
4280,internet,3588
4281,computer software,3589
4282,financial services,3590
4283,information technology and services,3593
4284,computer software,3594
4285,advertising and marketing,3595
4286,business services,3595
4287,information technology and services,3596
